Student_ID_random,Course_ID,time,Concentration,Cluster,Academic_year,Period
849,SKI1009,20162,NA,Skills,2016-2017,2
2207,UGR3004,20161,NA,NA,2016-2017,1
328,SSC1005,20092,SSC,Psychology,2009-2010,2
1456,HUM2052,20095,HUM,Philosophy,2009-2010,5
230,SKI1008,20161,NA,Skills,2016-2017,1
1870,PRO1010,20071,NA,Skills,2007-2008,1
993,COR1003,20161,NA,History,2016-2017,1
249,COR1004,20145,NA,Philosophy,2014-2015,5
239,SSC2027,20134,SSC,Sociology,2013-2014,4
1886,COR1003,20144,NA,History,2014-2015,4
271,CAP3000,20111,NA,NA,2011-2012,1
2044,PRO1011,20126,NA,NA,2012-2013,6
161,SKI2049,20071,NA,Skills,2007-2008,1
1555,SSC3040,20145,SSC,Sociology,2014-2015,5
1465,SCI1016,20092,SCI,Globalization & SD,2009-2010,2
2491,SAS3001,20141,SSC,NA,2014-2015,1
334,SKI1005,20175,NA,Methods,2017-2018,5
2266,LAN2001,20144,NA,NA,2014-2015,4
1971,SCI2012,20104,SCI,Globalization & SD,2010-2011,4
2119,COR1002,20132,NA,Philosophy,2013-2014,2
387,SKI1008,20154,NA,Skills,2015-2016,4
678,SSC2006,20124,SSC,Psychology,2012-2013,4
1816,SSC2058,20142,SSC,Sociology,2014-2015,2
389,HUM3029,20174,HUM,Literature,2017-2018,4
48,PRO1010,20123,NA,Skills,2012-2013,3
1947,HUM3045,20141,HUM,Philosophy,2014-2015,1
1364,SSC3053,20175,SSC,Business,2017-2018,5
2115,SSC3023,20124,SSC,Philosophy,2012-2013,4
2442,HUM3029,20124,HUM,Literature,2012-2013,4
513,COR1004,20172,NA,Philosophy,2017-2018,2
691,SCI2012,20114,SCI,Globalization & SD,2011-2012,4
2038,SSC3049,20161,SSC,International Law,2016-2017,1
172,SSC2043,20135,SSC,Economics,2013-2014,5
1303,SSC2036,20092,SSC,Business,2009-2010,2
5,COR1005,20131,NA,Methods,2013-2014,1
224,SSC1007,20172,SSC,International Law,2017-2018,2
1765,CAP3000,20101,NA,NA,2010-2011,1
1588,SCI2012,20071,SCI,Globalization & SD,2007-2008,1
542,PRO3009,20163,NA,Methods,2016-2017,3
1543,HUM2043,20095,HUM,Cultural Studies,2009-2010,5
1516,PRO2003,20156,NA,Skills,2015-2016,6
2019,SAS2001,20164,SSC,NA,2016-2017,4
888,SSC3032,20071,SSC,Int. Relations,2007-2008,1
2460,PRO1011,20096,NA,NA,2009-2010,6
1460,HUM3040,20132,HUM,Sociology,2013-2014,2
647,SKI2083,20155,NA,Skills,2015-2016,5
2080,SSC1007,20071,SSC,International Law,2007-2008,1
2422,PRO2004,20093,NA,Skills,2009-2010,3
484,COR1002,20172,NA,Philosophy,2017-2018,2
2052,PRO2004,20123,NA,Skills,2012-2013,3
182,SCI2012,20164,SCI,Globalization & SD,2016-2017,4
1567,LAN2000,20174,NA,NA,2017-2018,4
1911,PRO2003,20123,NA,Skills,2012-2013,3
1736,SAS3003,20161,SSC,NA,2016-2017,1
939,SSC3032,20125,SSC,Int. Relations,2012-2013,5
1138,SKI2026,20094,NA,NA,2009-2010,4
2448,HUM2044,20124,HUM,Philosophy,2012-2013,4
756,SKI1007,20085,NA,NA,2008-2009,5
465,SCI2012,20071,SCI,Globalization & SD,2007-2008,1
317,SSC3018,20175,SSC,Methods,2017-2018,5
1087,SSC2004,20071,SSC,Psychology,2007-2008,1
570,SKI3002,20152,NA,Skills,2015-2016,2
1130,SSC2036,20122,SSC,Business,2012-2013,2
2015,SSC3048,20104,NA,NA,2010-2011,4
2398,SSC2037,20154,SSC,Int. Relations,2015-2016,4
190,COR1002,20071,NA,Philosophy,2007-2008,1
2447,SCI2011,20151,SCI,Computer Science,2015-2016,1
2211,PRO1010,20173,NA,Skills,2017-2018,3
234,SSC2062,20144,SSC,Psychology,2014-2015,4
2021,SKI1005,20165,NA,Methods,2016-2017,5
2487,HUM1007,20162,HUM,Philosophy,2016-2017,2
2271,SSC2059,20134,SSC,Sociology,2013-2014,4
1324,SCI3046,20125,SCI,Psychology,2012-2013,5
1709,SAC2001,20171,SCI,NA,2017-2018,1
1738,SSC2048,20092,SSC,Economics,2009-2010,2
155,SSC2025,20071,SSC,Psychology,2007-2008,1
1719,SSC3018,20145,SSC,Methods,2014-2015,5
846,HUM2051,20144,HUM,Philosophy,2014-2015,4
2236,SSC3047,20122,SSC,Globalization & SD,2012-2013,2
1448,SSC1007,20152,SSC,International Law,2015-2016,2
1872,SSC2037,20174,SSC,Int. Relations,2017-2018,4
1792,SCI2012,20071,SCI,Globalization & SD,2007-2008,1
493,SKI2064,20071,NA,NA,2007-2008,1
448,SSC2037,20094,SSC,Int. Relations,2009-2010,4
1253,PRO1010,20071,NA,Skills,2007-2008,1
1119,COR1002,20115,NA,Philosophy,2011-2012,5
2122,SSC1009,20121,SSC,Governance,2012-2013,1
439,SSC3015,20125,NA,NA,2012-2013,5
1154,COR1005,20094,NA,Methods,2009-2010,4
1885,SSC1006,20105,SSC,Int. Relations,2010-2011,5
377,SSC3051,20145,SSC,Int. Relations,2014-2015,5
389,SSC2019,20162,SSC,Psychology,2016-2017,2
2114,PRO1010,20143,NA,Skills,2014-2015,3
776,COR1003,20101,NA,History,2010-2011,1
2502,PRO3006,20093,NA,Skills,2009-2010,3
49,SSC2036,20082,SSC,Business,2008-2009,2
1299,COR1002,20115,NA,Philosophy,2011-2012,5
2387,HUM2018,20082,HUM,Sociology,2008-2009,2
38,SSC2022,20135,SSC,Business,2013-2014,5
1356,COR1003,20141,NA,History,2014-2015,1
1793,SKI1007,20085,NA,NA,2008-2009,5
878,SSC1009,20071,SSC,Governance,2007-2008,1
1476,SSC1007,20095,SSC,International Law,2009-2010,5
1533,COR1003,20081,NA,History,2008-2009,1
193,SAH2001,20141,HUM,NA,2014-2015,1
2390,PRO1010,20176,NA,Skills,2017-2018,6
441,COR1003,20134,NA,History,2013-2014,4
141,SSC2043,20125,SSC,Economics,2012-2013,5
1693,SKI1004,20104,NA,Methods,2010-2011,4
1697,HUM1012,20151,HUM,Cultural Studies,2015-2016,1
591,SKI2086,20142,NA,Skills,2014-2015,2
489,SKI1005,20071,NA,Methods,2007-2008,1
590,SSC3047,20132,SSC,Globalization & SD,2013-2014,2
2010,SKI2085,20094,NA,Methods,2009-2010,4
1533,SSC1025,20071,SSC,Governance,2007-2008,1
2531,SSC3019,20151,SSC,Psychology,2015-2016,1
798,SKI3002,20142,NA,Skills,2014-2015,2
1061,SSC2038,20164,SSC,Economics,2016-2017,4
1228,SSC1007,20082,SSC,International Law,2008-2009,2
2468,SKI1008,20141,NA,Skills,2014-2015,1
1062,PRO1012,20176,NA,Methods,2017-2018,6
132,SSC2020,20131,SSC,Economics,2013-2014,1
1638,COR1005,20094,NA,Methods,2009-2010,4
1293,SKI1008,20171,NA,Skills,2017-2018,1
2387,PRO2003,20083,NA,Skills,2008-2009,3
2287,SSC2027,20091,SSC,Sociology,2009-2010,1
33,SSC2038,20084,SSC,Economics,2008-2009,4
1829,SCI2012,20144,SCI,Globalization & SD,2014-2015,4
1506,HUM1014,20144,HUM,Literature,2014-2015,4
703,HUM3040,20152,HUM,Sociology,2015-2016,2
2116,COR1002,20165,NA,Philosophy,2016-2017,5
876,SKI1008,20151,NA,Skills,2015-2016,1
321,COR1005,20094,NA,Methods,2009-2010,4
2443,SAS3002,20174,SSC,NA,2017-2018,4
108,SSC3051,20135,SSC,Int. Relations,2013-2014,5
2154,HUM2025,20115,NA,NA,2011-2012,5
1925,SAS2002,20141,SSC,NA,2014-2015,1
960,SKI2049,20171,NA,Skills,2017-2018,1
811,COR1003,20131,NA,History,2013-2014,1
821,SKI1009,20102,NA,Skills,2010-2011,2
1760,EBC2054,20091,NA,NA,2009-2010,1
1084,SSC2027,20134,SSC,Sociology,2013-2014,4
2449,HUM1003,20154,HUM,Cultural Studies,2015-2016,4
923,HUM1012,20131,HUM,Cultural Studies,2013-2014,1
167,COR1003,20091,NA,History,2009-2010,1
1968,HUM3041,20104,HUM,Literature,2010-2011,4
1662,SSC2038,20104,SSC,Economics,2010-2011,4
510,SSC1007,20134,SSC,International Law,2013-2014,4
1190,SSC3012,20132,SSC,Int. Relations,2013-2014,2
734,PRO2004,20071,NA,Skills,2007-2008,1
2251,SSC2037,20084,SSC,Int. Relations,2008-2009,4
2288,SSC3019,20161,SSC,Psychology,2016-2017,1
2001,PRO1010,20133,NA,Skills,2013-2014,3
1358,SCI1016,20132,SCI,Globalization & SD,2013-2014,2
1820,COR1002,20132,NA,Philosophy,2013-2014,2
965,SSC2025,20081,SSC,Psychology,2008-2009,1
1877,SKI1007,20071,NA,NA,2007-2008,1
619,SCI1016,20172,SCI,Globalization & SD,2017-2018,2
2020,COR1003,20094,NA,History,2009-2010,4
470,SKI2077,20144,NA,Methods,2014-2015,4
527,SCI2011,20111,SCI,Computer Science,2011-2012,1
2332,HUM1002,20071,NA,NA,2007-2008,1
2256,SKI1007,20082,NA,NA,2008-2009,2
1597,SSC1025,20094,SSC,Governance,2009-2010,4
1250,HUM3036,20151,HUM,Cultural Studies,2015-2016,1
220,SAE0004,20101,NA,NA,2010-2011,1
738,SSC2025,20162,SSC,Psychology,2016-2017,2
2523,PRO1010,20113,NA,Skills,2011-2012,3
1511,PRO3008,20136,NA,Skills,2013-2014,6
1764,SSC2024,20102,SSC,International Law,2010-2011,2
1211,HUM2030,20155,HUM,Cultural Studies,2015-2016,5
2298,SKI1009,20152,NA,Skills,2015-2016,2
953,SSC2039,20144,SSC,Philosophy,2014-2015,4
462,COR1004,20135,NA,Philosophy,2013-2014,5
243,SAC3004,20111,SCI,NA,2011-2012,1
2021,COR1004,20165,NA,Philosophy,2016-2017,5
2027,SSC2027,20134,SSC,Sociology,2013-2014,4
2408,SSC2046,20151,SSC,Globalization & SD,2015-2016,1
2373,COR1003,20144,NA,History,2014-2015,4
2521,SSC2004,20115,SSC,Psychology,2011-2012,5
1626,COR1004,20145,NA,Philosophy,2014-2015,5
209,SKI2084,20092,NA,Skills,2009-2010,2
2332,HUM3029,20094,HUM,Literature,2009-2010,4
1254,SSC1006,20131,SSC,Int. Relations,2013-2014,1
80,HUM2046,20101,HUM,Sociology,2010-2011,1
2385,PRO1010,20106,NA,Skills,2010-2011,6
2057,SSC2039,20124,SSC,Philosophy,2012-2013,4
762,SKI1008,20141,NA,Skills,2014-2015,1
1464,HUM1002,20071,NA,NA,2007-2008,1
2427,SKI2007,20111,NA,Skills,2011-2012,1
294,SCI3046,20135,SCI,Psychology,2013-2014,5
910,HUM2022,20092,HUM,Cultural Studies,2009-2010,2
1758,SKI2049,20171,NA,Skills,2017-2018,1
232,SSC2012,20085,NA,NA,2008-2009,5
1366,SSC1006,20135,SSC,Int. Relations,2013-2014,5
1153,SSC1007,20105,SSC,International Law,2010-2011,5
193,SAS3002,20141,SSC,NA,2014-2015,1
1227,HUM2043,20095,HUM,Cultural Studies,2009-2010,5
62,SAS3002,20141,SSC,NA,2014-2015,1
1280,HUM2003,20161,HUM,Sociology,2016-2017,1
1334,SKI1008,20161,NA,Skills,2016-2017,1
1757,COR1002,20132,NA,Philosophy,2013-2014,2
1189,COR1004,20142,NA,Philosophy,2014-2015,2
2120,HUM2005,20131,HUM,History,2013-2014,1
696,SSC2039,20071,SSC,Philosophy,2007-2008,1
1435,SSC2004,20135,SSC,Psychology,2013-2014,5
2044,HUM3040,20142,HUM,Sociology,2014-2015,2
2396,SSC3045,20101,SSC,Business,2010-2011,1
304,SKI1004,20144,NA,Methods,2014-2015,4
1503,SKI1004,20144,NA,Methods,2014-2015,4
1866,SSC3023,20144,SSC,Philosophy,2014-2015,4
787,SKI3051,20082,NA,Skills,2008-2009,2
928,SKI1009,20105,NA,Skills,2010-2011,5
868,SKI2007,20094,NA,Skills,2009-2010,4
740,COR1004,20071,NA,Philosophy,2007-2008,1
1867,COR1003,20151,NA,History,2015-2016,1
1832,SCI1009,20091,SCI,Biomedical Sciences,2009-2010,1
1796,PRO2004,20143,NA,Skills,2014-2015,3
2489,HUM2025,20135,NA,NA,2013-2014,5
372,PRO2003,20136,NA,Skills,2013-2014,6
2079,SSC2027,20091,SSC,Sociology,2009-2010,1
1538,SCI2010,20144,SCI,Mathematics,2014-2015,4
1102,COR1005,20104,NA,Methods,2010-2011,4
223,HUM1003,20104,HUM,Cultural Studies,2010-2011,4
1506,COR1003,20124,NA,History,2012-2013,4
2075,SAS2002,20121,SSC,NA,2012-2013,1
1693,CAP3000,20124,NA,NA,2012-2013,4
1746,SKI1008,20171,NA,Skills,2017-2018,1
2074,SKI2007,20111,NA,Skills,2011-2012,1
1234,SKI1009,20152,NA,Skills,2015-2016,2
2387,SCI1016,20071,SCI,Globalization & SD,2007-2008,1
855,COR1004,20145,NA,Philosophy,2014-2015,5
2446,SAS3003,20144,SSC,NA,2014-2015,4
1758,SKI1008,20161,NA,Skills,2016-2017,1
1899,PRO1011,20126,NA,NA,2012-2013,6
447,SAH3002,20141,HUM,NA,2014-2015,1
863,EBC2062,20121,NA,NA,2012-2013,1
386,SSC1006,20105,SSC,Int. Relations,2010-2011,5
2131,COR1002,20092,NA,Philosophy,2009-2010,2
421,SCI2011,20171,SCI,Computer Science,2017-2018,1
1723,LAN2001,20161,NA,NA,2016-2017,1
1671,HUM2008,20165,HUM,Philosophy,2016-2017,5
1015,SKI2084,20125,NA,Skills,2012-2013,5
1361,SCI2010,20174,SCI,Mathematics,2017-2018,4
347,SKI1009,20172,NA,Skills,2017-2018,2
1143,SSC1005,20092,SSC,Psychology,2009-2010,2
192,PRO1012,20156,NA,Methods,2015-2016,6
1590,BIO3007,20152,NA,NA,2015-2016,2
2104,SSC1007,20174,SSC,International Law,2017-2018,4
2381,SSC1001,20081,NA,NA,2008-2009,1
919,PRO1011,20126,NA,NA,2012-2013,6
687,SKI2083,20115,NA,Skills,2011-2012,5
1208,SKI1008,20101,NA,Skills,2010-2011,1
1908,SKI1005,20105,NA,Methods,2010-2011,5
159,SAS3006,20111,SSC,NA,2011-2012,1
2221,HUM3041,20164,HUM,Literature,2016-2017,4
135,SKI2049,20154,NA,Skills,2015-2016,4
2273,SCI2012,20094,SCI,Globalization & SD,2009-2010,4
300,SKI2003,20121,NA,NA,2012-2013,1
2394,SKI1008,20164,NA,Skills,2016-2017,4
651,PRO3008,20156,NA,Skills,2015-2016,6
484,SAH3001,20174,HUM,NA,2017-2018,4
499,SKI1009,20122,NA,Skills,2012-2013,2
832,SKI1009,20142,NA,Skills,2014-2015,2
1649,SKI1009,20172,NA,Skills,2017-2018,2
253,PRO1010,20153,NA,Skills,2015-2016,3
1087,SKI2074,20081,NA,NA,2008-2009,1
282,PRO3009,20113,NA,Methods,2011-2012,3
2051,SKI2083,20145,NA,Skills,2014-2015,5
2277,PRO2004,20103,NA,Skills,2010-2011,3
1137,HUM2003,20151,HUM,Sociology,2015-2016,1
511,SKI1004,20144,NA,Methods,2014-2015,4
837,COR1002,20155,NA,Philosophy,2015-2016,5
1696,SSC3011,20164,SSC,Governance,2016-2017,4
1638,HUM2018,20092,HUM,Sociology,2009-2010,2
79,PRO1010,20163,NA,Skills,2016-2017,3
2328,SKI1009,20172,NA,Skills,2017-2018,2
2415,SKI1005,20095,NA,Methods,2009-2010,5
2117,SAS2004,20144,SSC,NA,2014-2015,4
791,SSC1009,20111,SSC,Governance,2011-2012,1
209,SKI1007,20071,NA,NA,2007-2008,1
71,SSC3047,20162,SSC,Globalization & SD,2016-2017,2
44,SSC2020,20101,SSC,Economics,2010-2011,1
1014,SSC1007,20154,SSC,International Law,2015-2016,4
1220,PRO1011,20116,NA,NA,2011-2012,6
265,COR1002,20125,NA,Philosophy,2012-2013,5
53,UCEXTE1099,20071,NA,NA,2007-2008,1
589,SSC1007,20132,SSC,International Law,2013-2014,2
643,SKI3050,20071,NA,Skills,2007-2008,1
2410,SKI1004,20154,NA,Methods,2015-2016,4
1463,HUM2003,20121,HUM,Sociology,2012-2013,1
2468,SKI2084,20152,NA,Skills,2015-2016,2
678,HUM2043,20125,HUM,Cultural Studies,2012-2013,5
2067,SSC2004,20165,SSC,Psychology,2016-2017,5
1570,COR1005,20071,NA,Methods,2007-2008,1
839,SCI1009,20131,SCI,Biomedical Sciences,2013-2014,1
156,SSC3036,20151,SSC,Int. Relations,2015-2016,1
1266,COR1003,20104,NA,History,2010-2011,4
718,SSC2059,20164,SSC,Sociology,2016-2017,4
911,SSC2012,20095,NA,NA,2009-2010,5
1930,PRO2004,20156,NA,Skills,2015-2016,6
465,SKI3050,20081,NA,Skills,2008-2009,1
2484,SSC2018,20114,SSC,Business,2011-2012,4
793,PRO1009,20086,NA,NA,2008-2009,6
158,SKI1008,20144,NA,Skills,2014-2015,4
1607,SAC2001,20121,SCI,NA,2012-2013,1
60,LAN2000,20151,NA,NA,2015-2016,1
1878,SKI1004,20124,NA,Methods,2012-2013,4
1857,SSC2014,20071,NA,NA,2007-2008,1
1385,SAS3004,20104,SSC,NA,2010-2011,4
1455,SCI2012,20144,SCI,Globalization & SD,2014-2015,4
745,COR1004,20172,NA,Philosophy,2017-2018,2
1202,SSC1001,20091,NA,NA,2009-2010,1
948,SSC1007,20122,SSC,International Law,2012-2013,2
1312,SKI3002,20102,NA,Skills,2010-2011,2
215,SSC1005,20151,SSC,Psychology,2015-2016,1
863,PRO1010,20103,NA,Skills,2010-2011,3
345,SKI1007,20071,NA,NA,2007-2008,1
2013,SSC2028,20092,SSC,Sociology,2009-2010,2
283,SSC3012,20142,SSC,Int. Relations,2014-2015,2
2264,IER3002,20115,NA,NA,2011-2012,5
1655,COR1004,20085,NA,Philosophy,2008-2009,5
1755,PRO3008,20113,NA,Skills,2011-2012,3
412,SAS2002,20151,SSC,NA,2015-2016,1
2349,SSC1005,20131,SSC,Psychology,2013-2014,1
294,SKI1008,20131,NA,Skills,2013-2014,1
1959,HUM2046,20151,HUM,Sociology,2015-2016,1
2455,SKI1004,20084,NA,Methods,2008-2009,4
1155,SKI2049,20091,NA,Skills,2009-2010,1
458,SAC1001,20134,SCI,NA,2013-2014,4
296,HUM1005,20081,NA,NA,2008-2009,1
2499,SAH3002,20161,HUM,NA,2016-2017,1
373,SKI2007,20144,NA,Skills,2014-2015,4
906,SKI1005,20155,NA,Methods,2015-2016,5
2270,SAS3001,20131,SSC,NA,2013-2014,1
2446,HUM1010,20152,HUM,International Law,2015-2016,2
1888,SSC3023,20104,SSC,Philosophy,2010-2011,4
1232,COR1002,20135,NA,Philosophy,2013-2014,5
1312,HUM2003,20111,HUM,Sociology,2011-2012,1
687,SKI3002,20112,NA,Skills,2011-2012,2
425,HUM2046,20141,HUM,Sociology,2014-2015,1
757,SKI3050,20111,NA,Skills,2011-2012,1
2309,SKI1008,20121,NA,Skills,2012-2013,1
1810,PRO1012,20176,NA,Methods,2017-2018,6
2442,PRO1011,20106,NA,NA,2010-2011,6
1067,UCCRSSS224,20071,NA,NA,2007-2008,1
1333,COR1003,20174,NA,History,2017-2018,4
1271,PRO2004,20071,NA,Skills,2007-2008,1
2066,PRO2004,20133,NA,Skills,2013-2014,3
2386,COR1003,20071,NA,History,2007-2008,1
2006,UCLCLC227,20082,NA,NA,2008-2009,2
679,COR1002,20155,NA,Philosophy,2015-2016,5
833,SSC3032,20125,SSC,Int. Relations,2012-2013,5
1343,SSC2046,20111,SSC,Globalization & SD,2011-2012,1
1272,SCI2019,20115,SCI,Mathematics,2011-2012,5
314,SKI1004,20071,NA,Methods,2007-2008,1
1605,SAE0006,20084,NA,NA,2008-2009,4
1160,SCI2003,20095,NA,NA,2009-2010,5
55,EXT0001,20104,NA,NA,2010-2011,4
1191,SSC2024,20112,SSC,International Law,2011-2012,2
1789,SSC2038,20164,SSC,Economics,2016-2017,4
130,SCI2010,20144,SCI,Mathematics,2014-2015,4
2384,SSC2004,20071,SSC,Psychology,2007-2008,1
961,SKI1006,20071,NA,NA,2007-2008,1
965,SSC3010,20092,NA,NA,2009-2010,2
167,COR1005,20081,NA,Methods,2008-2009,1
2499,COR1004,20165,NA,Philosophy,2016-2017,5
462,SCI2017,20135,SCI,Biomedical Sciences,2013-2014,5
1861,PRO2004,20156,NA,Skills,2015-2016,6
511,SAH2001,20161,HUM,NA,2016-2017,1
902,HUM2011,20085,NA,NA,2008-2009,5
2196,COR1004,20142,NA,Philosophy,2014-2015,2
624,SCI1016,20142,SCI,Globalization & SD,2014-2015,2
290,PRO2004,20133,NA,Skills,2013-2014,3
256,SKI1009,20152,NA,Skills,2015-2016,2
327,COR1003,20111,NA,History,2011-2012,1
927,SSC3019,20151,SSC,Psychology,2015-2016,1
1138,SSC1009,20081,SSC,Governance,2008-2009,1
2236,SKI2083,20135,NA,Skills,2013-2014,5
234,HUM3034,20125,HUM,History,2012-2013,5
315,PRO1010,20173,NA,Skills,2017-2018,3
1699,SKI1008,20131,NA,Skills,2013-2014,1
318,COR1004,20132,NA,Philosophy,2013-2014,2
1589,COR1004,20102,NA,Philosophy,2010-2011,2
875,SSC3053,20165,SSC,Business,2016-2017,5
100,SSC2052,20114,SSC,Economics,2011-2012,4
2354,COR1003,20164,NA,History,2016-2017,4
2180,COR1005,20111,NA,Methods,2011-2012,1
851,COR1004,20142,NA,Philosophy,2014-2015,2
108,SSC1025,20124,SSC,Governance,2012-2013,4
1412,SCI2010,20104,SCI,Mathematics,2010-2011,4
263,HUM2020,20071,NA,NA,2007-2008,1
405,PRO2003,20123,NA,Skills,2012-2013,3
1504,HUM1007,20071,HUM,Philosophy,2007-2008,1
301,SSC2006,20174,SSC,Psychology,2017-2018,4
2537,SSC3047,20172,SSC,Globalization & SD,2017-2018,2
1578,SKI1008,20101,NA,Skills,2010-2011,1
1844,HUM2020,20071,NA,NA,2007-2008,1
1853,UCEXTE0900,20071,NA,NA,2007-2008,1
1383,SSC3018,20165,SSC,Methods,2016-2017,5
612,SSC3040,20125,SSC,Sociology,2012-2013,5
1946,HUM2006,20095,NA,NA,2009-2010,5
1310,PRO1010,20133,NA,Skills,2013-2014,3
1097,SKI2049,20154,NA,Skills,2015-2016,4
1200,SKI2026,20091,NA,NA,2009-2010,1
339,SKI2002,20071,NA,NA,2007-2008,1
591,SKI2079,20145,NA,Methods,2014-2015,5
840,COR1004,20162,NA,Philosophy,2016-2017,2
1032,SCI1009,20091,SCI,Biomedical Sciences,2009-2010,1
2386,SKI1005,20071,NA,Methods,2007-2008,1
1099,COR1004,20122,NA,Philosophy,2012-2013,2
1111,SSC3040,20125,SSC,Sociology,2012-2013,5
1950,SSC2018,20134,SSC,Business,2013-2014,4
763,COR1002,20135,NA,Philosophy,2013-2014,5
1793,SSC1005,20092,SSC,Psychology,2009-2010,2
385,SKI1005,20165,NA,Methods,2016-2017,5
1197,SKI2049,20091,NA,Skills,2009-2010,1
1782,HUM2050,20165,HUM,History,2016-2017,5
2319,HUM1007,20092,HUM,Philosophy,2009-2010,2
1608,SSC2046,20171,SSC,Globalization & SD,2017-2018,1
24,SAC3001,20121,SCI,NA,2012-2013,1
1048,SSC2053,20175,SSC,Governance,2017-2018,5
1627,SAS2001,20161,SSC,NA,2016-2017,1
2015,SCI2012,20084,SCI,Globalization & SD,2008-2009,4
2212,IER3002,20085,NA,NA,2008-2009,5
848,SSC1025,20154,SSC,Governance,2015-2016,4
1502,SSC2043,20081,SSC,Economics,2008-2009,1
2297,SKI1008,20111,NA,Skills,2011-2012,1
982,COR1005,20114,NA,Methods,2011-2012,4
2431,SSC3015,20135,NA,NA,2013-2014,5
2165,PRO2003,20153,NA,Skills,2015-2016,3
1257,HUM2018,20162,HUM,Sociology,2016-2017,2
374,SSC2042,20105,SSC,International Law,2010-2011,5
2253,PRO1011,20106,NA,NA,2010-2011,6
2104,SSC1025,20174,SSC,Governance,2017-2018,4
691,SSC1027,20122,SSC,Economics,2012-2013,2
813,SKI2049,20151,NA,Skills,2015-2016,1
1171,CAP3000,20141,NA,NA,2014-2015,1
2236,SSC1006,20111,SSC,Int. Relations,2011-2012,1
215,SSC2018,20164,SSC,Business,2016-2017,4
630,HUM2021,20071,HUM,History,2007-2008,1
808,PRO3008,20096,NA,Skills,2009-2010,6
792,SSC1027,20172,SSC,Economics,2017-2018,2
275,SSC3032,20122,SSC,Int. Relations,2012-2013,2
2284,SSC2019,20142,SSC,Psychology,2014-2015,2
1136,HUM2003,20101,HUM,Sociology,2010-2011,1
315,COR1004,20172,NA,Philosophy,2017-2018,2
2471,SAE0002,20091,NA,NA,2009-2010,1
2534,COR1005,20144,NA,Methods,2014-2015,4
1707,SKI1008,20124,NA,Skills,2012-2013,4
2307,PRO2004,20133,NA,Skills,2013-2014,3
1664,SSC1029,20161,SSC,Sociology,2016-2017,1
708,HUM2020,20085,NA,NA,2008-2009,5
2033,HUM2005,20081,HUM,History,2008-2009,1
569,SSC2057,20124,NA,NA,2012-2013,4
2449,COR1002,20155,NA,Philosophy,2015-2016,5
783,PRO2004,20103,NA,Skills,2010-2011,3
1420,SSC3002,20105,SSC,Int. Relations,2010-2011,5
2067,SKI1008,20161,NA,Skills,2016-2017,1
451,SSC3018,20165,SSC,Methods,2016-2017,5
64,SSC2039,20094,SSC,Philosophy,2009-2010,4
1414,SKI1008,20131,NA,Skills,2013-2014,1
2002,PRO2003,20071,NA,Skills,2007-2008,1
1228,COR1004,20095,NA,Philosophy,2009-2010,5
187,SSC3019,20141,SSC,Psychology,2014-2015,1
2423,PRO3008,20093,NA,Skills,2009-2010,3
266,EXT0001,20141,NA,NA,2014-2015,1
1124,HUM3036,20091,HUM,Cultural Studies,2009-2010,1
71,CAP3000,20174,NA,NA,2017-2018,4
1882,SSC2051,20105,NA,NA,2010-2011,5
1865,SSC1025,20094,SSC,Governance,2009-2010,4
642,SSC1009,20131,SSC,Governance,2013-2014,1
991,SKI2049,20071,NA,Skills,2007-2008,1
2540,HUM1012,20091,HUM,Cultural Studies,2009-2010,1
1471,SCI1016,20092,SCI,Globalization & SD,2009-2010,2
131,SAC3001,20151,SCI,NA,2015-2016,1
979,SKI1005,20135,NA,Methods,2013-2014,5
706,SKI1005,20125,NA,Methods,2012-2013,5
152,SKI1008,20111,NA,Skills,2011-2012,1
1200,SSC2033,20095,NA,NA,2009-2010,5
190,SSC2015,20071,NA,NA,2007-2008,1
1446,HUM1005,20081,NA,NA,2008-2009,1
1469,SKI2007,20154,NA,Skills,2015-2016,4
1519,SSC2056,20125,NA,NA,2012-2013,5
1596,SAS3002,20141,SSC,NA,2014-2015,1
1971,SKI2000,20111,NA,Skills,2011-2012,1
1023,SSC2046,20141,SSC,Globalization & SD,2014-2015,1
2400,SCI2012,20104,SCI,Globalization & SD,2010-2011,4
1815,PRO2004,20143,NA,Skills,2014-2015,3
1662,COR1004,20102,NA,Philosophy,2010-2011,2
2117,SAH1002,20144,HUM,NA,2014-2015,4
1334,SSC2028,20162,SSC,Sociology,2016-2017,2
617,SSC2027,20081,SSC,Sociology,2008-2009,1
1753,SSC3010,20071,NA,NA,2007-2008,1
475,SAH2003,20151,HUM,NA,2015-2016,1
1556,LAN2000,20144,NA,NA,2014-2015,4
1388,SSC2046,20081,SSC,Globalization & SD,2008-2009,1
172,SSC2038,20134,SSC,Economics,2013-2014,4
1786,HUM1014,20144,HUM,Literature,2014-2015,4
1809,COR1002,20115,NA,Philosophy,2011-2012,5
1461,SAS3001,20131,SSC,NA,2013-2014,1
365,SSC1026,20084,NA,NA,2008-2009,4
2426,SCI2012,20104,SCI,Globalization & SD,2010-2011,4
374,SKI2085,20104,NA,Methods,2010-2011,4
377,SSC3032,20142,SSC,Int. Relations,2014-2015,2
539,SSC2012,20085,NA,NA,2008-2009,5
703,COR1002,20145,NA,Philosophy,2014-2015,5
2483,SCI3004,20144,NA,NA,2014-2015,4
